,formulaA,formulaB,formulaA_elements_AtomicVolume,formulaB_elements_AtomicVolume,formulaA_elements_AtomicWeight,formulaB_elements_AtomicWeight,formulaA_elements_BoilingT,formulaB_elements_BoilingT,formulaA_elements_BulkModulus,formulaB_elements_BulkModulus,formulaA_elements_Column,formulaB_elements_Column,formulaA_elements_CovalentRadius,formulaB_elements_CovalentRadius,formulaA_elements_Density,formulaB_elements_Density,formulaA_elements_ElectronSurfaceDensityWS,formulaB_elements_ElectronSurfaceDensityWS,formulaA_elements_Electronegativity,formulaB_elements_Electronegativity,formulaA_elements_FirstIonizationEnergy,formulaB_elements_FirstIonizationEnergy,formulaA_elements_GSbandgap,formulaB_elements_GSbandgap,formulaA_elements_GSenergy_pa,formulaB_elements_GSenergy_pa,formulaA_elements_GSestBCClatcnt,formulaB_elements_GSestBCClatcnt,formulaA_elements_GSestFCClatcnt,formulaB_elements_GSestFCClatcnt,formulaA_elements_GSmagmom,formulaB_elements_GSmagmom,formulaA_elements_GSvolume_pa,formulaB_elements_GSvolume_pa,formulaA_elements_HHIp,formulaB_elements_HHIp,formulaA_elements_HHIr,formulaB_elements_HHIr,formulaA_elements_HeatCapacityMass,formulaB_elements_HeatCapacityMass,formulaA_elements_HeatCapacityMolar,formulaB_elements_HeatCapacityMolar,formulaA_elements_HeatFusion,formulaB_elements_HeatFusion,formulaA_elements_ICSDVolume,formulaB_elements_ICSDVolume,formulaA_elements_IsAlkali,formulaB_elements_IsAlkali,formulaA_elements_IsDBlock,formulaB_elements_IsDBlock,formulaA_elements_IsFBlock,formulaB_elements_IsFBlock,formulaA_elements_IsMetal,formulaB_elements_IsMetal,formulaA_elements_IsMetalloid,formulaB_elements_IsMetalloid,formulaA_elements_IsNonmetal,formulaB_elements_IsNonmetal,formulaA_elements_MeltingT,formulaB_elements_MeltingT,formulaA_elements_MendeleevNumber,formulaB_elements_MendeleevNumber,formulaA_elements_MiracleRadius,formulaB_elements_MiracleRadius,formulaA_elements_NUnfilled,formulaB_elements_NUnfilled,formulaA_elements_NValance,formulaB_elements_NValance,formulaA_elements_NdUnfilled,formulaB_elements_NdUnfilled,formulaA_elements_NdValence,formulaB_elements_NdValence,formulaA_elements_NfUnfilled,formulaB_elements_NfUnfilled,formulaA_elements_NfValence,formulaB_elements_NfValence,formulaA_elements_NpUnfilled,formulaB_elements_NpUnfilled,formulaA_elements_NpValence,formulaB_elements_NpValence,formulaA_elements_NsUnfilled,formulaB_elements_NsUnfilled,formulaA_elements_NsValence,formulaB_elements_NsValence,formulaA_elements_Number,formulaB_elements_Number,formulaA_elements_Polarizability,formulaB_elements_Polarizability,formulaA_elements_Row,formulaB_elements_Row,formulaA_elements_ShearModulus,formulaB_elements_ShearModulus,formulaA_elements_SpaceGroupNumber,formulaB_elements_SpaceGroupNumber,avg_coordination_A,avg_coordination_B,avg_nearest_neighbor_distance_A,avg_nearest_neighbor_distance_B
10,Ac,In,37.43308629999999,26.08265816,227.0,114.818,3473.0,2345.0,0.0,0.0,3,13,215,142,10070.0,7310.0,0.0,1.17,1.1,1.78,5.17,5.78636,0.0,0.0,-4.1050022980000005,-2.66680196,4.465163104,3.647317727,5.625752986,4.595332378999999,0.0,0.0,44.5125,24.26,0,3300,0,2000,0.12,0.233,27.2,26.74,12.0,3.2910000000000004,37.45,26.14,0,0,0,0,1,0,1,1,0,0,0,0,1323.0,429.75,14,75,0,155,9,5,3,13,9,0,1,10,0,0,0,0,0,5,0,1,0,0,2,2,89,49,32.1,9.65,7,5,0.0,0.0,225,139,12.0,12.0,3.99462,3.33944
11,Ac,Ir,37.43308629999999,14.14855047,227.0,192.217,3473.0,4701.0,0.0,320.0,3,9,215,141,10070.0,22560.0,0.0,1.83,1.1,2.2,5.17,8.96702,0.0,0.0,-4.1050022980000005,-8.84851145,4.465163104,3.051696628,5.625752986,3.84489682,0.0,0.0,44.5125,14.21,0,5500,0,9100,0.12,0.131,27.2,25.1,12.0,41.12,37.45,13.88,0,0,0,1,1,0,1,1,0,0,0,0,1323.0,2739.0,14,60,0,136,9,3,3,23,9,3,1,7,0,0,0,14,0,0,0,0,0,0,2,2,89,77,32.1,7.6,7,6,0.0,210.0,225,225,12.0,12.0,3.99462,2.74055
12,Ac,La,37.43308629999999,37.53064612,227.0,138.90547,3473.0,3737.0,0.0,28.0,3,3,215,207,10070.0,6146.0,0.0,1.18,1.1,1.1,5.17,5.5769,0.0,0.0,-4.1050022980000005,-4.927546185,4.465163104,4.194456026,5.625752986,5.28468344,0.0,0.0,44.5125,36.8975,0,9500,0,3100,0.12,0.195,27.2,27.11,12.0,6.2,37.45,37.42,0,0,0,0,1,1,1,1,0,0,0,0,1323.0,1193.0,14,13,0,187,9,9,3,3,9,9,1,1,0,0,0,0,0,0,0,0,0,0,2,2,89,57,32.1,31.1,7,6,0.0,14.0,225,194,12.0,12.0,3.99462,3.7199800000000005
13,Ac,Mo,37.43308629999999,15.50088069,227.0,95.96,3473.0,4912.0,0.0,230.0,3,6,215,154,10070.0,10280.0,0.0,1.77,1.1,2.16,5.17,7.09243,0.0,0.0,-4.1050022980000005,-10.84610777,4.465163104,3.154164308,5.625752986,3.973998007,0.0,0.0,44.5125,15.69,0,2400,0,5300,0.12,0.251,27.2,24.06,12.0,37.48,37.45,15.59,0,0,0,1,1,0,1,1,0,0,0,0,1323.0,2896.0,14,50,0,139,9,6,3,6,9,5,1,5,0,0,0,0,0,0,0,0,0,1,2,1,89,42,32.1,12.8,7,5,0.0,20.0,225,229,12.0,8.0,3.99462,2.74324
14,Ac,Na,37.43308629999999,39.43832888,227.0,22.98976928,3473.0,1156.0,0.0,6.3,3,1,215,166,10070.0,968.0,0.0,0.82,1.1,0.93,5.17,5.139076,0.0,0.0,-4.1050022980000005,-1.2602413829999999,4.465163104,3.88167309,5.625752986,4.890601633999999,0.0,0.0,44.5125,29.24333333,0,1100,0,500,0.12,1.228,27.2,28.23,12.0,2.6,37.45,39.76,0,1,0,0,1,0,1,1,0,0,0,0,1323.0,370.87,14,2,0,180,9,1,3,1,9,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,89,11,32.1,24.11,7,3,0.0,3.3,225,229,12.0,12.0,3.99462,3.7292199999999998
15,Ac,Nd,37.43308629999999,34.16905488,227.0,144.24200000000002,3473.0,3373.0,0.0,32.0,3,3,215,201,10070.0,7010.0,0.0,1.2,1.1,1.14,5.17,5.525,0.0,0.0,-4.1050022980000005,-4.76235134,4.465163104,4.1138142,5.625752986,5.183081107,0.0,0.0,44.5125,34.81,0,9500,0,3100,0.12,0.19,27.2,27.45,12.0,7.14,37.45,34.2,0,0,0,0,1,1,1,1,0,0,0,0,1323.0,1294.0,14,19,0,182,9,10,3,6,9,0,1,0,0,10,0,4,0,0,0,0,0,0,2,2,89,60,32.1,31.4,7,6,0.0,16.0,225,194,12.0,12.0,3.99462,3.6671
16,Ac,Ni,37.43308629999999,10.94128444,227.0,58.6934,3473.0,3186.0,0.0,180.0,3,10,215,124,10070.0,8908.0,0.0,1.75,1.1,1.91,5.17,7.6398,0.0,0.0,-4.1050022980000005,-5.54632457,4.465163104,2.74306794,5.625752986,3.456049039,0.0,0.5953946999999999,44.5125,10.32,0,1000,0,1500,0.12,0.444,27.2,26.07,12.0,17.48,37.45,10.86,0,0,0,1,1,0,1,1,0,0,0,0,1323.0,1728.0,14,61,0,126,9,2,3,10,9,2,1,8,0,0,0,0,0,0,0,0,0,0,2,2,89,28,32.1,6.8,7,4,0.0,76.0,225,225,12.0,12.0,3.99462,2.4805599999999997
17,Ac,Os,37.43308629999999,13.98369767,227.0,190.23,3473.0,5285.0,0.0,0.0,3,8,215,144,10070.0,22590.0,0.0,1.85,1.1,2.2,5.17,8.43823,0.0,0.0,-4.1050022980000005,-11.22070399,4.465163104,3.0430820539999996,5.625752986,3.834043137,0.0,0.0,44.5125,14.09,0,5500,0,9100,0.12,0.13,27.2,24.7,12.0,57.85,37.45,13.8,0,0,0,1,1,0,1,1,0,0,0,0,1323.0,3306.0,14,57,0,135,9,4,3,22,9,4,1,6,0,0,0,14,0,0,0,0,0,0,2,2,89,76,32.1,8.5,7,6,0.0,222.0,225,194,12.0,12.0,3.99462,2.69382
18,Ac,Pa,37.43308629999999,24.96116063,227.0,231.03586,3473.0,4273.0,0.0,0.0,3,3,215,200,10070.0,15370.0,0.0,0.0,1.1,1.5,5.17,5.89,0.0,0.0,-4.1050022980000005,-9.49741247,4.465163104,3.692852039,5.625752986,4.652702018,0.0,0.0,44.5125,25.18,0,0,0,0,0.12,0.0,27.2,0.0,12.0,12.34,37.45,24.94,0,0,0,0,1,1,1,1,0,0,0,0,1323.0,1845.0,14,18,0,165,9,21,3,5,9,9,1,1,0,12,0,2,0,0,0,0,0,0,2,2,89,91,32.1,25.4,7,7,0.0,0.0,225,139,12.0,12.0,3.99462,3.29125
19,Ac,Pd,37.43308629999999,14.69838627,227.0,106.42,3473.0,3236.0,0.0,180.0,3,10,215,139,10070.0,12023.0,0.0,1.67,1.1,2.2,5.17,8.3369,0.0,0.0,-4.1050022980000005,-5.13777457,4.465163104,3.0659471110000003,5.625752986,3.8628513030000002,0.0,0.0,44.5125,14.41,0,3200,0,8000,0.12,0.244,27.2,25.98,12.0,16.74,37.45,14.72,0,0,0,1,1,0,1,1,0,0,0,0,1323.0,1828.05,14,62,0,142,9,0,3,10,9,0,1,10,0,0,0,0,0,0,0,0,0,0,2,0,89,46,32.1,4.8,7,5,0.0,44.0,225,225,12.0,12.0,3.99462,2.79543
20,Ac,Pm,37.43308629999999,33.14754856,227.0,145.0,3473.0,3273.0,0.0,33.0,3,3,215,199,10070.0,7264.0,0.0,1.21,1.1,1.155,5.17,5.582000000000001,0.0,0.0,-4.1050022980000005,-4.744621343,4.465163104,4.075342789,5.625752986,5.134610166,0.0,0.0,44.5125,33.8425,0,9500,0,3100,0.12,0.0,27.2,0.0,12.0,0.0,37.45,33.67,0,0,0,0,1,1,1,1,0,0,0,0,1323.0,1373.0,14,21,0,185,9,9,3,7,9,0,1,0,0,9,0,5,0,0,0,0,0,0,2,2,89,61,32.1,30.1,7,6,0.0,18.0,225,194,12.0,12.0,3.99462,3.6390800000000003
21,Ac,Pr,37.43308629999999,35.23917573,227.0,140.90765,3473.0,3563.0,0.0,29.0,3,3,215,203,10070.0,6640.0,0.0,1.2,1.1,1.13,5.17,5.473,0.0,0.0,-4.1050022980000005,-4.77382996,4.465163104,4.14761076,5.625752986,5.225662103,0.0,0.0,44.5125,35.675,0,9500,0,3100,0.12,0.193,27.2,27.2,12.0,6.89,37.45,34.5,0,0,0,0,1,1,1,1,0,0,0,0,1323.0,1204.0,14,17,0,183,9,11,3,5,9,0,1,0,0,11,0,3,0,0,0,0,0,0,2,2,89,59,32.1,28.2,7,6,0.0,15.0,225,194,12.0,12.0,3.99462,3.70191
22,Ac,Rb,37.43308629999999,92.64095185,227.0,85.4678,3473.0,961.0,0.0,2.5,3,1,215,220,10070.0,1532.0,0.0,0.6,1.1,0.82,5.17,4.177128,0.0,0.0,-4.1050022980000005,-0.963335025,4.465163104,5.661284779,5.625752986,7.132771862,0.0,0.0,44.5125,90.7225,0,6000,0,6000,0.12,0.363,27.2,31.06,12.0,2.19,37.45,93.09,0,1,0,0,1,0,1,1,0,0,0,0,1323.0,312.46,14,4,0,244,9,1,3,1,9,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,89,37,32.1,47.27,7,5,0.0,0.0,225,229,12.0,8.0,3.99462,4.89764
23,Ac,Re,37.43308629999999,14.71033423,227.0,186.207,3473.0,5869.0,0.0,370.0,3,7,215,151,10070.0,21020.0,0.0,1.85,1.1,1.9,5.17,7.83352,0.0,0.0,-4.1050022980000005,-12.41702777,4.465163104,3.083225384,5.625752986,3.884620563,0.0,0.0,44.5125,14.655,0,3300,0,3300,0.12,0.13699999999999998,27.2,25.48,12.0,34.08,37.45,14.71,0,0,0,1,1,0,1,1,0,0,0,0,1323.0,3459.0,14,54,0,137,9,5,3,21,9,5,1,5,0,0,0,14,0,0,0,0,0,0,2,2,89,75,32.1,9.7,7,6,0.0,178.0,225,194,12.0,12.0,3.99462,2.7629900000000003
24,Ac,Rh,37.43308629999999,13.72550981,227.0,102.9055,3473.0,3968.0,0.0,380.0,3,9,215,142,10070.0,12450.0,0.0,1.76,1.1,2.28,5.17,7.4589,0.0,0.0,-4.1050022980000005,-7.25364552,4.465163104,3.010334727,5.625752986,3.79278409,0.0,0.0,44.5125,13.64,0,3200,0,8000,0.12,0.243,27.2,24.98,12.0,26.59,37.45,11.58,0,0,0,1,1,0,1,1,0,0,0,0,1323.0,2237.0,14,59,0,132,9,3,3,9,9,2,1,8,0,0,0,0,0,0,0,0,0,1,2,1,89,45,32.1,8.6,7,5,0.0,150.0,225,225,12.0,12.0,3.99462,2.72142
25,Ac,Sb,37.43308629999999,30.19142344,227.0,121.76,3473.0,1860.0,0.0,42.0,3,15,215,139,10070.0,6697.0,0.0,1.26,1.1,2.05,5.17,8.60839,0.0,0.0,-4.1050022980000005,-4.11736234,4.465163104,3.981581991,5.625752986,5.016478962,0.0,0.0,44.5125,31.56,0,7900,0,3400,0.12,0.207,27.2,25.23,12.0,19.79,37.45,30.21,0,0,0,0,1,0,1,1,0,1,0,0,1323.0,903.78,14,85,0,155,9,3,3,15,9,0,1,10,0,0,0,0,0,3,0,3,0,0,2,2,89,51,32.1,6.6,7,5,0.0,20.0,225,166,12.0,3.0,3.99462,2.9544900000000003
26,Ac,Tb,37.43308629999999,32.10949276,227.0,158.92535,3473.0,3503.0,0.0,38.7,3,3,215,194,10070.0,8219.0,0.0,1.22,1.1,1.21,5.17,5.8638,0.0,0.0,-4.1050022980000005,-4.629217697,4.465163104,3.988997542,5.625752986,5.025821971,0.0,0.0,44.5125,31.73666667,0,9500,0,3100,0.12,0.182,27.2,28.91,12.0,10.15,37.45,31.95,0,0,0,0,1,1,1,1,0,0,0,0,1323.0,1629.0,14,29,0,176,9,5,3,11,9,0,1,0,0,5,0,9,0,0,0,0,0,0,2,2,89,65,32.1,25.5,7,6,0.0,22.0,225,194,12.0,12.0,3.99462,3.54101
27,Ac,Ti,37.43308629999999,17.63631716,227.0,47.867,3473.0,3560.0,0.0,110.0,3,4,215,160,10070.0,4507.0,0.0,1.52,1.1,1.54,5.17,6.828119999999999,0.0,0.0,-4.1050022980000005,-7.77522712,4.465163104,3.2197991210000003,5.625752986,4.056692689,0.0,2.25e-05,44.5125,16.69,0,1100,0,1600,0.12,0.524,27.2,25.06,12.0,14.15,37.45,17.67,0,0,0,1,1,0,1,1,0,0,0,0,1323.0,1941.0,14,43,0,142,9,8,3,4,9,8,1,2,0,0,0,0,0,0,0,0,0,0,2,2,89,22,32.1,14.6,7,4,0.0,44.0,225,194,12.0,8.0,3.99462,2.70452
28,Ac,Tl,37.43308629999999,28.64087656,227.0,204.3833,3473.0,1746.0,0.0,43.0,3,13,215,145,10070.0,11850.0,0.0,1.12,1.1,1.62,5.17,6.108194,0.0,0.0,-4.1050022980000005,-2.27267753,4.465163104,3.775558738,5.625752986,4.756905929,0.0,0.0,44.5125,26.91,0,6500,0,6500,0.12,0.129,27.2,26.32,12.0,4.1419999999999995,37.45,28.53,0,0,0,0,1,0,1,1,0,0,0,0,1323.0,577.0,14,76,0,172,9,5,3,27,9,0,1,10,0,0,0,14,0,5,0,1,0,0,2,2,89,81,32.1,7.55,7,6,0.0,2.8,225,194,12.0,8.0,3.99462,3.4325300000000003
29,Ac,Tm,37.43308629999999,30.09638585,227.0,168.93421,3473.0,2223.0,0.0,45.0,3,3,215,190,10070.0,9321.0,0.0,1.23,1.1,1.25,5.17,6.18431,0.0,0.0,-4.1050022980000005,-4.47387849,4.465163104,3.905274476,5.625752986,4.920337518,0.0,0.0,44.5125,29.78,0,9500,0,3100,0.12,0.16,27.2,27.03,12.0,16.84,37.45,30.14,0,0,0,0,1,1,1,1,0,0,0,0,1323.0,1818.0,14,37,0,175,9,1,3,15,9,0,1,0,0,1,0,13,0,0,0,0,0,0,2,2,89,69,32.1,21.8,7,6,0.0,31.0,225,194,12.0,12.0,3.99462,3.4394099999999996
30,Ac,U,37.43308629999999,20.7488474,227.0,238.02891,3473.0,4200.0,0.0,100.0,3,3,215,196,10070.0,19050.0,0.0,1.51,1.1,1.38,5.17,6.1941,0.0,0.0,-4.1050022980000005,-11.29233996,4.465163104,3.42137628,5.625752986,4.310663995,0.0,0.0,44.5125,20.025,0,0,0,0,0.12,0.11599999999999999,27.2,27.665,12.0,9.14,37.45,21.18,0,0,0,0,1,1,1,1,0,0,0,0,1323.0,1408.0,14,20,0,158,9,20,3,6,9,9,1,1,0,11,0,3,0,0,0,0,0,0,2,2,89,92,32.1,24.9,7,7,0.0,111.0,225,63,12.0,4.0,3.99462,2.70235
31,Ac,V,37.43308629999999,13.84489822,227.0,50.9415,3473.0,3680.0,0.0,160.0,3,5,215,153,10070.0,6110.0,0.0,1.64,1.1,1.63,5.17,6.7461899999999995,0.0,0.0,-4.1050022980000005,-8.93926069,4.465163104,2.963255488,5.625752986,3.733467966,0.0,0.0,44.5125,13.01,0,3300,0,3400,0.12,0.489,27.2,24.89,12.0,21.5,37.45,13.88,0,0,0,1,1,0,1,1,0,0,0,0,1323.0,2183.0,14,46,0,134,9,7,3,5,9,7,1,3,0,0,0,0,0,0,0,0,0,0,2,2,89,23,32.1,12.4,7,4,0.0,47.0,225,229,12.0,8.0,3.99462,2.59229
32,Ac,W,37.43308629999999,15.85873442,227.0,183.84,3473.0,5828.0,0.0,310.0,3,6,215,162,10070.0,19250.0,0.0,1.81,1.1,2.36,5.17,7.8640300000000005,0.0,0.0,-4.1050022980000005,-12.95880062,4.465163104,3.1781057510000004,5.625752986,4.004162334,0.0,0.0,44.5125,16.05,0,7000,0,4300,0.12,0.132,27.2,24.27,12.0,52.31,37.45,15.85,0,0,0,1,1,0,1,1,0,0,0,0,1323.0,3695.0,14,51,0,135,9,6,3,20,9,6,1,4,0,0,0,14,0,0,0,0,0,0,2,2,89,74,32.1,11.1,7,6,0.0,161.0,225,229,12.0,8.0,3.99462,2.76038
